HGNC ID	Approved symbol	Chromosome	Chromosome location	Ensembl gene ID	NCBI gene ID	UCSC gene ID	UniProt accession	OMIM ID	Orphanet ID
HGNC:33892	RIMBP3C	22	22q11.21	ENSG00000183246	150221	uc002zuy.5	A6NJZ7	612701	
HGNC:28725	RIMKLA	1	1p34.2	ENSG00000177181	284716	uc001chi.3	Q8IXN7	618949	
HGNC:29228	RIMKLB	12	12p13.31	ENSG00000166532	57494	uc001qux.2	Q9ULI2	614054	
HGNC:17282	RIMS1	6	6q13	ENSG00000079841	22999	uc003pga.5	Q86UR5	606629	118319
HGNC:17283	RIMS2	8	8q22.3	ENSG00000176406	9699	uc003ylp.4	Q9UQ26	606630	
HGNC:21292	RIMS3	1	1p34.2	ENSG00000117016	9783	uc001cfu.2	Q9UJD0	611600	
HGNC:16183	RIMS4	20	20q13.12	ENSG00000101098	140730	uc002xms.4	Q9H426	611601	
HGNC:18749	RIN1	11	11q13.2	ENSG00000174791	9610	uc001ohn.2	Q13671	605965	
HGNC:18750	RIN2	20	20p11.23	ENSG00000132669	54453	uc002wro.3	Q8WYP3	610222	220916
HGNC:18751	RIN3	14	14q32.12	ENSG00000100599	79890	uc001yap.4	Q8TB24	610223	
HGNC:10018	RING1	6	6p21.32	ENSG00000204227	6015	uc003odk.4	Q06587	602045	
HGNC:24795	RINL	19	19q13.2	ENSG00000187994	126432	uc060ygm.1	Q6ZS11		
HGNC:21876	RINT1	7	7q22.3	ENSG00000135249	60561	uc003vda.1	Q6NUQ1	610089	
HGNC:18656	RIOK1	6	6p24.3	ENSG00000124784	83732	uc003mxn.4	Q9BRS2	617753	
HGNC:18999	RIOK2	5	5q15	ENSG00000058729	55781	uc003kmz.4	Q9BVS4	617754	
HGNC:11451	RIOK3	18	18q11.2	ENSG00000101782	8780	uc002kui.5	O14730	603579	
HGNC:20968	RIOX1	14	14q24.3	ENSG00000170468	79697	uc032bfz.2	Q9H6W3	611919	
HGNC:19441	RIOX2	3	3q11.2	ENSG00000170854	84864	uc003dsa.3	Q8IUF8	612049	
HGNC:10019	RIPK1	6	6p25.2	ENSG00000137275	8737	uc063llv.1	Q13546	603453	
HGNC:10020	RIPK2	8	8q21.3	ENSG00000104312	8767	uc003yee.4	O43353	603455	
HGNC:10021	RIPK3	14	14q12	ENSG00000129465	11035	uc001wpb.4	Q9Y572	605817	
HGNC:496	RIPK4	21	21q22.3	ENSG00000183421	54101	uc002yzn.2	P57078	605706	291802
HGNC:25836	RIPOR1	16	16q22.1	ENSG00000039523	79567	uc002eth.4	Q6ZS17		
HGNC:13872	RIPOR2	6	6p22.3	ENSG00000111913	9750	uc063mes.1	Q9Y4F9	611410	410532
HGNC:16168	RIPOR3	20	20q13.13	ENSG00000042062	140876	uc010zyt.3	Q96MK2		
HGNC:25117	RIPPLY1	X	Xq22.3	ENSG00000147223	92129	uc004emr.3	Q0D2K3	300575	
HGNC:21390	RIPPLY2	6	6q14.2	ENSG00000203877	134701	uc003pke.5	Q5TAB7	609891	437793
HGNC:3047	RIPPLY3	21	21q22.13	ENSG00000183145	53820		P57055	609892	
HGNC:10023	RIT1	1	1q22	ENSG00000143622	6016	uc001fmh.3	Q92963	609591	358630
HGNC:10017	RIT2	18	18q12.3	ENSG00000152214	6014	uc010dnf.5	Q99578	609592	
HGNC:25925	RITA1	12	12q24.13	ENSG00000139405	84934		Q96K30		
HGNC:10024	RLBP1	15	15q26.1	ENSG00000140522	6017	uc002bnl.4	P12271	180090	118326
HGNC:10025	RLF	1	1p34.2	ENSG00000117000	6018	uc001cfc.5	Q13129	180610	
HGNC:13429	RLIM	X	Xq13.2	ENSG00000131263	51132	uc004ebw.4	Q9NVW2	300379	468831
HGNC:10026	RLN1	9	9p24.1	ENSG00000107018	6013	uc003zjb.3	P04808	179730	
HGNC:10027	RLN2	9	9p24.1	ENSG00000107014	6019	uc003zja.3	P04090	179740	
HGNC:17135	RLN3	19	19p13.12	ENSG00000171136	117579	uc002mxw.2	Q8WXF3	606855	
HGNC:24326	RMC1	18	18q11.2	ENSG00000141452	29919	uc021uie.3	Q96DM3		
HGNC:24285	RMDN1	8	8q21.3	ENSG00000176623	51115	uc003ydu.4	Q96DB5	611871	
HGNC:26567	RMDN2	2	2p22.2	ENSG00000115841	151393	uc002rql.4	Q96LZ7	611872	
HGNC:25550	RMDN3	15	15q15.1	ENSG00000137824	55177	uc001zmq.2	Q96TC7	611873	
HGNC:25764	RMI1	9	9q21.32	ENSG00000178966	80010	uc004anq.5	Q9H9A7	610404	
HGNC:28349	RMI2	16	16p13.13	ENSG00000175643	116028	uc059quq.1	Q96E14	612426	
HGNC:21176	RMND1	6	6q25.1	ENSG00000155906	55005	uc003qoi.4	Q9NWS8	614917	327379
HGNC:25850	RMND5A	2	2p11.2	ENSG00000153561	64795	uc002srr.3	Q9H871	618964	
HGNC:26181	RMND5B	5	5q35.3	ENSG00000145916	64777	uc003min.5	Q96G75		
HGNC:10044	RNASE1	14	14q11.2	ENSG00000129538	6035	uc001vyi.4	P07998	180440	470950
HGNC:10045	RNASE2	14	14q11.2	ENSG00000169385	6036	uc001vyl.2	P10153	131410	
HGNC:10046	RNASE3	14	14q11.2	ENSG00000169397	6037	uc001vyj.4	P12724	131398	
HGNC:10047	RNASE4	14	14q11.2	ENSG00000258818	6038	uc001vxy.6	P34096	601030	
HGNC:10048	RNASE6	14	14q11.2	ENSG00000169413	6039	uc001vye.4	Q93091	601981	
HGNC:19278	RNASE7	14	14q11.2	ENSG00000165799	84659	uc001vzk.4	Q9H1E1	612484	
HGNC:19277	RNASE8	14	14q11.2	ENSG00000173431	122665	uc010tlm.3	Q8TDE3	612485	
HGNC:20673	RNASE9	14	14q11.2	ENSG00000188655	390443	uc058yuf.1	P60153	614014	
HGNC:19275	RNASE10	14	14q11.2	ENSG00000182545	338879	uc010tlj.3	Q5GAN6		
HGNC:19269	RNASE11	14	14q11.2	ENSG00000173464	122651	uc058yui.1	Q8TAA1		
HGNC:24211	RNASE12	14	14q11.2	ENSG00000258436	493901	uc001vxt.4	Q5GAN4		
HGNC:25285	RNASE13	14	14q11.1	ENSG00000206150	440163	uc001vzj.3	Q5GAN3		
HGNC:18466	RNASEH1	2	2p25.3	ENSG00000171865	246243	uc002qxt.5	O60930	604123	435761
HGNC:18518	RNASEH2A	19	19p13.13	ENSG00000104889	10535	uc002mvg.2	O75792	606034	118329
HGNC:25671	RNASEH2B	13	13q14.3	ENSG00000136104	79621	uc001vfa.4	Q5TBB1	610326	118335
HGNC:24116	RNASEH2C	11	11q13.1	ENSG00000172922	84153	uc001ofn.4	Q8TDP1	610330	118340
HGNC:33911	RNASEK	17	17p13.1	ENSG00000219200	440400	uc060agq.1	Q6P5S7	617098	
HGNC:10050	RNASEL	1	1q25.3	ENSG00000135828	6041	uc009wxz.3	Q05823	180435	118344
HGNC:21686	RNASET2	6	6q27	ENSG00000026297	8635	uc063svw.1	O00584	612944	201560
HGNC:18314	RND1	12	12q13.12	ENSG00000172602	27289	uc001rsn.4	Q92730	609038	
HGNC:18315	RND2	17	17q21.31	ENSG00000108830	8153	uc002icn.4	P52198	601555	
HGNC:671	RND3	2	2q23.3	ENSG00000115963	390	uc002txg.4	P61587	602924	
HGNC:10061	RNF2	1	1q25.3	ENSG00000121481	6045	uc001grc.2	Q99496	608985	
HGNC:10067	RNF4	4	4p16.3	ENSG00000063978	6047	uc003gfb.4	P78317	602850	
HGNC:10068	RNF5	6	6p21.32	ENSG00000204308	6048	uc011ivg.3	Q99942	602677	
HGNC:10069	RNF6	13	13q12.13	ENSG00000127870	6049	uc001uqq.4	Q9Y252	604242	
HGNC:10070	RNF7	3	3q23	ENSG00000114125	9616	uc003eud.4	Q9UBF6	603863	
HGNC:10071	RNF8	6	6p21.2	ENSG00000112130	9025	uc003onq.4	O76064	611685	
HGNC:10055	RNF10	12	12q24.31	ENSG00000022840	9921	uc001typ.5	Q8N5U6	615998	
HGNC:10056	RNF11	1	1p32.3	ENSG00000123091	26994	uc001csi.5	Q9Y3C5	612598	
HGNC:10057	RNF13	3	3q25.1	ENSG00000082996	11342	uc003exp.5	O43567	609247	
HGNC:10058	RNF14	5	5q31.3	ENSG00000013561	9604	uc003llz.4	Q9UBS8	605675	
HGNC:10060	RNF17	13	13q12.12	ENSG00000132972	56163	uc001upr.4	Q9BXT8	605793	
HGNC:13432	RNF19A	8	8q22.2	ENSG00000034677	25897	uc064pac.1	Q9NV58	607119	
HGNC:26886	RNF19B	1	1p35.1	ENSG00000116514	127544	uc010oho.3	Q6ZMZ0	610872	
HGNC:10062	RNF20	9	9q31.1	ENSG00000155827	56254	uc004bbn.5	Q5VTR2	607699	470986
HGNC:13779	RNF24	20	20p13	ENSG00000101236	11237	uc002wkh.4	Q9Y225	612489	
HGNC:14662	RNF25	2	2q35	ENSG00000163481	64320	uc002vit.4	Q96BH1	616014	
HGNC:14646	RNF26	11	11q23.3	ENSG00000173456	79102	uc001pwh.4	Q9BY78	606130	
HGNC:16031	RNF31	14	14q12	ENSG00000092098	55072	uc001wmn.2	Q96EP0	612487	432144
HGNC:17118	RNF32	7	7q36.3	ENSG00000105982	140545	uc010lqm.4	Q9H0A6	610241	
HGNC:17297	RNF34	12	12q24.31	ENSG00000170633	80196	uc001uak.3	Q969K3	608299	
HGNC:18052	RNF38	9	9p13.2	ENSG00000137075	152006	uc003zzm.5	Q9H0F5	612488	
HGNC:18064	RNF39	6	6p22.1	ENSG00000204618	80352	uc003npe.4	Q9H2S5	607524	
HGNC:16867	RNF40	16	16p11.2	ENSG00000103549	9810	uc002dzq.4	O75150	607700	
HGNC:18401	RNF41	12	12q13.3	ENSG00000181852	10193	uc001skf.3	Q9H4P4		
HGNC:18505	RNF43	17	17q22	ENSG00000108375	54894	uc002iwh.6	Q68DV7	612482	456689
HGNC:19180	RNF44	5	5q35.2	ENSG00000146083	22838	uc003mek.2	Q7L0R7	619283	470988
HGNC:12859	RNF103	2	2p11.2	ENSG00000239305	7844	uc002srn.4	O00237	602507	
HGNC:17384	RNF111	15	15q22.1-q22.2	ENSG00000157450	54778	uc002afs.5	Q6ZNA4	605840	
HGNC:12968	RNF112	17	17p11.2	ENSG00000128482	7732	uc010vyw.3	Q9ULX5	601237	
HGNC:12974	RNF113A	X	Xq24	ENSG00000125352	7737	uc004esb.4	O15541	300951	430986
HGNC:17267	RNF113B	13	13q32.2	ENSG00000139797	140432	uc001vnk.4	Q8IZP6		
HGNC:13094	RNF114	20	20q13.13	ENSG00000124226	55905	uc002xux.4	Q9Y508	612451	
HGNC:18154	RNF115	1	1q21.1	ENSG00000265491	27246	uc031utf.2	Q9Y4L5	619535	
HGNC:21070	RNF121	11	11q13.4	ENSG00000137522	55298	uc001ora.4	Q9H920		
HGNC:21147	RNF122	8	8p12	ENSG00000133874	79845	uc003xjo.3	Q9H9V4		
HGNC:21148	RNF123	3	3p21.31	ENSG00000164068	63891	uc003cxh.5	Q5XPI4	614472	
HGNC:21150	RNF125	18	18q12.1	ENSG00000101695	54941	uc002kxf.2	Q96EQ8	610432	470982
HGNC:21151	RNF126	19	19p13.3	ENSG00000070423	55658	uc010drs.5	Q9BV68	615177	
HGNC:21153	RNF128	X	Xq22.3	ENSG00000133135	79589	uc004eml.4	Q8TEB7	300439	
HGNC:18280	RNF130	5	5q35.3	ENSG00000113269	55819	uc003mll.2	Q86XS8	619163	
HGNC:21154	RNF133	7	7q31.32	ENSG00000188050	168433	uc003vkj.2	Q8WVZ7		
HGNC:21158	RNF135	17	17q11.2	ENSG00000181481	84282	uc002hfz.4	Q8IUD6	611358	140074
HGNC:17765	RNF138	18	18q12.1	ENSG00000134758	51444	uc002kxg.3	Q8WVD3	616319	
HGNC:17023	RNF139	8	8q24.13	ENSG00000170881	11236	uc003yrc.4	Q8WU17	603046	118347
HGNC:21159	RNF141	11	11p15.3	ENSG00000110315	50862	uc001mis.2	Q8WVD5	616641	
HGNC:20457	RNF144A	2	2p25.1	ENSG00000151692	9781	uc002qys.4	P50876	619454	
HGNC:21578	RNF144B	6	6p22.3	ENSG00000137393	255488	uc003ncs.3	Q7Z419	618869	
HGNC:20853	RNF145	5	5q33.3	ENSG00000145860	153830	uc010jiq.3	Q96MT1		
HGNC:21336	RNF146	6	6q22.33	ENSG00000118518	81847	uc003qav.4	Q9NTX7	612137	
HGNC:22411	RNF148	7	7q31.32	ENSG00000235631	378925	uc003vkk.2	Q8N7C7		
HGNC:23137	RNF149	2	2q11.2	ENSG00000163162	284996	uc002taz.3	Q8NC42		
HGNC:23138	RNF150	4	4q31.21	ENSG00000170153	57484	uc062zuo.1	Q9ULK6		
HGNC:23235	RNF151	16	16p13.3	ENSG00000179580	146310	uc002cnt.1	Q2KHN1		
HGNC:26811	RNF152	18	18q21.33	ENSG00000176641	220441	uc002lih.2	Q8N8N0	616512	
HGNC:29402	RNF157	17	17q25.1	ENSG00000141576	114804	uc002jqz.4	Q96PX1		
HGNC:31696	RNF165	18	18q21.1	ENSG00000141622	494470	uc002lcb.2	Q6ZSG1		
HGNC:28856	RNF166	16	16q24.2-q24.3	ENSG00000158717	115992	uc002flk.3	Q96A37	617178	
HGNC:24544	RNF167	17	17p13.2	ENSG00000108523	26001	uc059zxj.1	Q9H6Y7	610431	
HGNC:26661	RNF168	3	3q29	ENSG00000163961	165918	uc003fwq.4	Q8IYW5	612688	432037
HGNC:26961	RNF169	11	11q13.4	ENSG00000166439	254225	uc001ovl.4	Q8NCN4	618650	
HGNC:25358	RNF170	8	8p11.21	ENSG00000120925	81790	uc003xpo.4	Q96K19	614649	470984
HGNC:27735	RNF175	4	4q31.3	ENSG00000145428	285533	uc003int.4	Q8N4F7		
HGNC:27752	RNF180	5	5q12.3	ENSG00000164197	285671	uc003jti.4	Q86T96	616015	
HGNC:28037	RNF181	2	2p11.2	ENSG00000168894	51255	uc002spv.2	Q9P0P0	612490	
HGNC:28522	RNF182	6	6p23	ENSG00000180537	221687	uc021ylw.2	Q8N6D2		
HGNC:28721	RNF183	9	9q32	ENSG00000165188	138065	uc004bha.4	Q96D59		
HGNC:26783	RNF185	22	22q12.2	ENSG00000138942	91445	uc003akb.4	Q96GF1		
HGNC:25978	RNF186	1	1p36.13	ENSG00000178828	54546	uc001bcr.3	Q9NXI6	617163	
HGNC:27146	RNF187	1	1q42.13	ENSG00000168159	149603	uc057qfa.1	Q5TA31	613754	
HGNC:32947	RNF207	1	1p36.31	ENSG00000158286	388591	uc001amg.4	Q6ZRF8	616923	
HGNC:25420	RNF208	9	9q34.3	ENSG00000212864	727800	uc064xks.1	Q9H0X6	618993	
HGNC:27729	RNF212	4	4p16.3	ENSG00000178222	285498	uc003gci.4	Q495C1	612041	
HGNC:20438	RNF212B	14	14q11.2	ENSG00000215277	100507650		A8MTL3		
HGNC:14539	RNF213	17	17q25.3	ENSG00000173821	57674	uc021uen.3	Q63HN8	613768	260602
HGNC:25335	RNF214	11	11q23.3	ENSG00000167257	257160	uc001pqt.5	Q8ND24		
HGNC:33434	RNF215	22	22q12.2	ENSG00000099999	200312	uc003ahp.4	Q9Y6U7		
HGNC:21698	RNF216	7	7p22.1	ENSG00000011275	54476	uc003sox.3	Q9NWF9	609948	357214
HGNC:21487	RNF217	6	6q22.31	ENSG00000146373	154214	uc003pzr.5	Q8TC41	618592	
HGNC:25552	RNF220	1	1p34.1	ENSG00000187147	55182	uc001clw.2	Q5VTB9	616136	
HGNC:34517	RNF222	17	17p13.1	ENSG00000189051	643904	uc010vuy.2	A6NCQ9		
HGNC:40020	RNF223	1	1p36.33	ENSG00000237330	401934	uc021oen.2	E7ERA6		
HGNC:41912	RNF224	9	9q34.3	ENSG00000233198	643596	uc022bqe.2	P0DH78		
HGNC:51249	RNF225	19	19q13.43	ENSG00000269855	646862		M0QZC1		
HGNC:27571	RNF227	17	17p13.1	ENSG00000179859	284023		A6NIN4		
HGNC:30206	RNFT1	17	17q23.1	ENSG00000189050	51136	uc002iya.4	Q5M7Z0	615172	
HGNC:25905	RNFT2	12	12q24.22	ENSG00000135119	84900	uc009zwn.4	Q96EX2		
HGNC:10073	RNGTT	6	6q15	ENSG00000111880	8732	uc003pmr.4	O60942	603512	
HGNC:10074	RNH1	11	11p15.5	ENSG00000023191	6050	uc001lpq.3	P13489	173320	
HGNC:25641	RNLS	10	10q23.31	ENSG00000184719	55328	uc001kfe.4	Q5VYX0	609360	
HGNC:10075	RNMT	18	18p11.21	ENSG00000101654	8731	uc002ksl.2	O43148	603514	
HGNC:18666	RNPC3	1	1p21.1	ENSG00000185946	55599	uc057isu.1	Q96LT9	618016	402549
HGNC:10078	RNPEP	1	1q32.1	ENSG00000176393	6051	uc001gxd.4	Q9H4A4	602675	
HGNC:10079	RNPEPL1	2	2q37.3	ENSG00000142327	57140	uc061uih.1	Q9HAU8	605287	
HGNC:10080	RNPS1	16	16p13.3	ENSG00000205937	10921	uc002cpw.4	Q15287	606447	
HGNC:11313	RO60	1	1q31.2	ENSG00000116747	6738	uc001gsv.3	P10155	600063	
HGNC:10249	ROBO1	3	3p12.3	ENSG00000169855	6091	uc003dqd.3	Q9Y6N7	602430	
HGNC:10250	ROBO2	3	3p12.3	ENSG00000185008	6092	uc003dpy.5	Q9HCK4	602431	289371
HGNC:13433	ROBO3	11	11q24.2	ENSG00000154134	64221	uc001qbc.4	Q96MS0	608630	118352
HGNC:17985	ROBO4	11	11q24.2	ENSG00000154133	54538	uc001qbg.4	Q8WZ75	607528	
HGNC:10251	ROCK1	18	18q11.1	ENSG00000067900	6093	uc002kte.4	Q13464	601702	
HGNC:10252	ROCK2	2	2p25.1	ENSG00000134318	9475	uc002rbd.2	O75116	604002	470990
HGNC:29478	ROGDI	16	16p13.3	ENSG00000067836	79641	uc002cxv.5	Q9GZN7	614574	299622
HGNC:10254	ROM1	11	11q12.3	ENSG00000149489	6094	uc058cjh.1	Q03395	180721	118358
HGNC:16185	ROMO1	20	20q11.22	ENSG00000125995	140823	uc010gfm.4	P60602	618894	
HGNC:17692	ROPN1	3	3q21.1	ENSG00000065371	54763	uc062ned.1	Q9HAT0	611757	
HGNC:31927	ROPN1B	3	3q21.2	ENSG00000114547	152015	uc010hsb.4	Q9BZX4		
HGNC:24060	ROPN1L	5	5p15.2	ENSG00000145491	83853	uc021xwo.2	Q96C74	611756	
HGNC:10256	ROR1	1	1p31.3	ENSG00000185483	4919	uc001dbj.4	Q01973	602336	
HGNC:10257	ROR2	9	9q22.31	ENSG00000169071	4920	uc004arj.3	Q01974	602337	118362
HGNC:10258	RORA	15	15q22.2	ENSG00000069667	6095	uc002agx.4	P35398	600825	470992
HGNC:10259	RORB	9	9q21.13	ENSG00000198963	6096	uc004ajh.4	Q92753	601972	470994
HGNC:10260	RORC	1	1q21	ENSG00000143365	6097	uc001ezh.4	P51449	602943	470996
HGNC:10261	ROS1	6	6q22.1	ENSG00000047936	6098	uc003pxp.2	P08922	165020	
HGNC:10263	RP1	8	8q11.23-q12.1	ENSG00000104237	6101	uc003xsd.1	P56715	603937	118367
HGNC:15946	RP1L1	8	8p23.1	ENSG00000183638	94137	uc003wtc.4	Q8IWN7	608581	251688
HGNC:10274	RP2	X	Xp11.3	ENSG00000102218	6102	uc004dgw.5	O75695	300757	118370
HGNC:10288	RP9	7	7p14.3	ENSG00000164610	6100	uc003tdm.4	Q8TA86	607331	118373
HGNC:10289	RPA1	17	17p13.3	ENSG00000132383	6117	uc002fto.3	P27694	179835	
HGNC:10290	RPA2	1	1p35.3	ENSG00000117748	6118	uc001bpe.3	P15927	179836	
HGNC:10291	RPA3	7	7p21.3	ENSG00000106399	6119	uc003sri.4	P35244	179837	
HGNC:30305	RPA4	X	Xq21.33	ENSG00000204086	29935	uc004efv.5	Q13156	300767	
HGNC:28641	RPAIN	17	17p13.2	ENSG00000129197	84268	uc002gbq.3	Q86UA6	617299	
HGNC:24567	RPAP1	15	15q15.1	ENSG00000103932	26015	uc001zod.5	Q9BWH6	611475	
HGNC:25791	RPAP2	1	1p22.1	ENSG00000122484	79871	uc001dot.3	Q8IXW5	611476	
HGNC:26151	RPAP3	12	12q13.11	ENSG00000005175	79657	uc001rpr.4	Q9H6T3	611477	
HGNC:10293	RPE	2	2q34	ENSG00000197713	6120	uc002vdn.5	Q96AT9	180480	
HGNC:10294	RPE65	1	1p31.3	ENSG00000116745	6121	uc001dei.2	Q16518	180069	118376
HGNC:45241	RPEL1	10	10q24.33	ENSG00000235376	729020		Q2QD12		
HGNC:30350	RPF1	1	1p22.3	ENSG00000117133	80135	uc001djv.5	Q9H9Y2		
HGNC:20870	RPF2	6	6q21	ENSG00000197498	84154	uc003pun.5	Q9H7B2	618471	
HGNC:10295	RPGR	X	Xp11.4	ENSG00000156313	6103	uc004deb.4	Q92834	312610	118381
HGNC:13436	RPGRIP1	14	14q11.2	ENSG00000092200	57096	uc001wag.4	Q96KN7	605446	118388
HGNC:29168	RPGRIP1L	16	16q12.2	ENSG00000103494	23322	uc002eho.5	Q68CZ1	610937	140541
HGNC:17056	RPH3A	12	12q24.13	ENSG00000089169	22895	uc058tlu.1	Q9Y2J0	612159	
HGNC:10296	RPH3AL	17	17p13.3	ENSG00000181031	9501	uc021tmx.1	Q9UNE2	604881	
HGNC:10297	RPIA	2	2p11.2	ENSG00000153574	22934	uc002ste.4	P49247	180430	444921
HGNC:10332	RPL3	22	22q13.1	ENSG00000100316	6122	uc003axi.4	P39023	604163	
HGNC:10351	RPL3L	16	16p13.3	ENSG00000140986	6123	uc002cnh.4	Q92901	617416	
HGNC:10353	RPL4	15	15q22.31	ENSG00000174444	6124	uc002apv.4	P36578	180479	
HGNC:10360	RPL5	1	1p22.1	ENSG00000122406	6125	uc001doz.4	P46777	603634	171052
HGNC:10362	RPL6	12	12q24.13	ENSG00000089009	6128	uc001ttv.4	Q02878	603703	
HGNC:10363	RPL7	8	8q21.11	ENSG00000147604	6129	uc064nrp.1	P18124	604166	
HGNC:10364	RPL7A	9	9q34.2	ENSG00000148303	6130	uc004cde.2	P62424	185640	
HGNC:21370	RPL7L1	6	6p21.1	ENSG00000146223	285855	uc003osv.5	Q6DKI1	617417	
HGNC:10368	RPL8	8	8q24.3	ENSG00000161016	6132	uc003zec.4	P62917	604177	
HGNC:10369	RPL9	4	4p14	ENSG00000163682	6133	uc003guc.4	P32969	603686	471004
HGNC:10298	RPL10	X	Xq28	ENSG00000147403	6134	uc033fbd.1	P27635	312173	118393
HGNC:10299	RPL10A	6	6p21.31	ENSG00000198755	4736	uc003okp.2	P62906	615660	
HGNC:17976	RPL10L	14	14q21.2	ENSG00000165496	140801	uc001wwg.5	Q96L21		
HGNC:10301	RPL11	1	1p36.11	ENSG00000142676	6135	uc001bhk.5	P62913	604175	171055
HGNC:10302	RPL12	9	9q33.3	ENSG00000197958	6136	uc004bqy.3	P30050	180475	
HGNC:10303	RPL13	16	16q24.3	ENSG00000167526	6137	uc002fnm.3	P26373	113703	
HGNC:10304	RPL13A	19	19q13.33	ENSG00000142541	23521	uc002pny.5	P40429	619225	
HGNC:10305	RPL14	3	3p22.1	ENSG00000188846	9045	uc003ckg.5	P50914	617414	
HGNC:10306	RPL15	3	3p24.2	ENSG00000174748	6138	uc003ccn.4	P61313	604174	376603
HGNC:10307	RPL17	18	18q21.1	ENSG00000265681	6139	uc002ldq.4	P18621	603661	
HGNC:10310	RPL18	19	19q13.33	ENSG00000063177	6141	uc002pjq.3	Q07020	604179	
HGNC:10311	RPL18A	19	19p13.11	ENSG00000105640	6142	uc002nhp.4	Q02543	604178	
HGNC:10312	RPL19	17	17q12	ENSG00000108298	6143	uc002hrq.1	P84098	180466	
HGNC:10313	RPL21	13	13q12.2	ENSG00000122026	6144	uc001ura.4	P46778	603636	285488
HGNC:10315	RPL22	1	1p36.31	ENSG00000116251	6146	uc001amd.4	P35268	180474	
HGNC:27610	RPL22L1	3	3q26.2	ENSG00000163584	200916	uc003fhc.5	Q6P5R6		
HGNC:10316	RPL23	17	17q12	ENSG00000125691	9349	uc002hqx.2	P62829	603662	
HGNC:10317	RPL23A	17	17q11.2	ENSG00000198242	6147	uc002hci.4	P62750	602326	
HGNC:10325	RPL24	3	3q12.3	ENSG00000114391	6152	uc003dvh.2	P83731	604180	
HGNC:10327	RPL26	17	17p13.1	ENSG00000161970	6154	uc002glh.2	P61254	603704	317572
HGNC:17050	RPL26L1	5	5q35.1	ENSG00000037241	51121	uc063jsl.1	Q9UNX3		
HGNC:10328	RPL27	17	17q21.31	ENSG00000131469	6155	uc060fqn.1	P61353	607526	470998
HGNC:10329	RPL27A	11	11p15.4	ENSG00000166441	6157	uc001mgs.5	P46776	603637	
HGNC:10330	RPL28	19	19q13.42	ENSG00000108107	6158	uc002qkv.4	P46779	603638	
HGNC:10331	RPL29	3	3p21.2	ENSG00000162244	6159	uc003dcs.4	P47914	601832	
HGNC:10333	RPL30	8	8q22.2	ENSG00000156482	6156	uc003yif.4	P62888	180467	
HGNC:10334	RPL31	2	2q11.2	ENSG00000071082	6160	uc002taq.5	P62899	617415	471000
HGNC:10336	RPL32	3	3p25.2	ENSG00000144713	6161	uc003bxm.4	P62910		
HGNC:10340	RPL34	4	4q25	ENSG00000109475	6164	uc003hza.4	P49207	616862	
HGNC:10344	RPL35	9	9q33.3	ENSG00000136942	11224	uc004boy.2	P42766	618315	
HGNC:10345	RPL35A	3	3q29	ENSG00000182899	6165	uc003fyr.4	P18077	180468	171057
HGNC:13631	RPL36	19	19p13.3	ENSG00000130255	25873	uc060sbs.1	Q9Y3U8	617893	471002
HGNC:10359	RPL36A	X	Xq22.1	ENSG00000241343	6173	uc065agx.1	P83881	300902	
HGNC:10346	RPL36AL	14	14q21.3	ENSG00000165502	6166	uc001wwq.4	Q969Q0	180469	
HGNC:10347	RPL37	5	5p13.1	ENSG00000145592	6167	uc021xxr.2	P61927	604181	
HGNC:10348	RPL37A	2	2q35	ENSG00000197756	6168	uc002vgf.4	P61513	613314	
HGNC:10349	RPL38	17	17q25.1	ENSG00000172809	6169	uc002jjz.4	P63173	604182	
HGNC:10350	RPL39	X	Xq24	ENSG00000198918	6170	uc004erx.3	P62891	300899	
HGNC:17094	RPL39L	3	3q27.3	ENSG00000163923	116832	uc062rgo.1	Q96EH5	607547	
HGNC:10354	RPL41	12	12q13	ENSG00000229117	6171	uc001sjo.4	P62945	613315	
HGNC:10371	RPLP0	12	12q24.23	ENSG00000089157	6175	uc001txq.4	P05388	180510	
HGNC:10372	RPLP1	15	15q23	ENSG00000137818	6176	uc002asd.2	P05386	180520	
HGNC:10377	RPLP2	11	11p15.5	ENSG00000177600	6181	uc001lrq.2	P05387	180530	
HGNC:10381	RPN1	3	3q21.3	ENSG00000163902	6184	uc003ekr.2	P04843	180470	409866
HGNC:10382	RPN2	20	20q11.23	ENSG00000118705	6185	uc002xgp.4	P04844	180490	
HGNC:30327	RPP14	3	3p14.3	ENSG00000163684	11102	uc010hnh.4	O95059	606112	
HGNC:21300	RPP21	6	6p22.1	ENSG00000241370	79897	uc021zot.2	Q9H633	612524	
HGNC:30361	RPP25	15	15q24.2	ENSG00000178718	54913	uc002azj.2	Q9BUL9	619235	
HGNC:19909	RPP25L	9	9p13.3	ENSG00000164967	138716	uc003zuv.4	Q8N5L8		
HGNC:17688	RPP30	10	10q23.31	ENSG00000148688	10556	uc009xtx.4	P78346	606115	
HGNC:30329	RPP38	10	10p13	ENSG00000152464	10557	uc031pth.2	P78345	606116	
HGNC:20992	RPP40	6	6p25.1	ENSG00000124787	10799	uc003mwl.5	O75818	606117	
HGNC:25560	RPRD1A	18	18q12.2	ENSG00000141425	55197	uc002kzg.4	Q96P16	610347	
HGNC:16209	RPRD1B	20	20q11.23	ENSG00000101413	58490	uc002xho.5	Q9NQG5	614694	
